coupon_id,promotion_id,customer_id,order_id,discount_amount
106,71,38373,477,83.11
107,73,37574,485,1924.31
108,41,27017,493,717.53
109,90,77188,505,2490.15
110,69,23477,506,78.82
111,11,51624,509,179.31
112,64,39071,512,727.5
113,63,54626,514,1183.66
114,69,56772,516,348.1
115,60,23564,522,5298.96
116,69,27613,523,1444.68
117,64,56053,524,707.98
118,93,8973,526,132.87
119,92,58029,533,470.99
120,73,47017,534,1416.87
121,33,3071,535,1619.09
122,25,73967,537,1009.96
123,91,78008,541,1560.91
124,98,76271,542,1817.69
125,51,96436,548,839.84
126,45,86837,550,1048.56
127,70,13379,553,332.21
128,69,71330,568,872.07
129,36,61155,572,586.65
130,67,45137,573,1207.82
131,78,15808,580,805.6
132,46,62034,600,1043.0
133,56,42046,605,1071.82
134,48,64752,610,288.2
135,62,61132,613,2072.27
136,65,90028,614,81.79
137,65,94264,617,20.01
138,5,82308,619,187.44
139,12,70147,621,3371.17
140,99,53110,623,1301.71
141,47,12556,625,1099.92
142,14,83235,640,615.59
143,71,81892,649,263.42
144,43,36624,650,217.11
145,92,25537,653,511.63
146,68,40374,656,899.13
147,8,81754,660,678.59
148,55,97804,665,1254.76
149,66,21769,668,296.05
150,64,73252,669,275.58
151,45,5933,671,864.9
152,44,99364,678,1661.5
153,99,20240,685,1203.25
154,87,34674,695,367.7
155,69,6123,706,761.08
156,62,53799,708,442.22
157,5,69535,710,1573.07
158,45,90090,719,793.23
159,98,9581,723,2344.22
160,53,80900,729,106.4
161,56,87803,734,684.71
162,48,92983,735,679.04
163,51,86928,739,1114.75
164,49,55973,742,183.37
165,73,38286,744,1575.32
166,10,72515,745,1248.73
167,2,67335,756,2035.27
168,11,15283,764,1619.57
169,66,31342,766,297.4
170,13,62225,781,2252.49
171,94,36001,793,4837.95
172,7,77875,797,787.6
173,33,8782,798,412.0
174,61,63773,799,983.84
175,92,71203,800,1047.07
176,47,16860,802,2331.16
177,78,39930,806,889.51
178,81,76243,809,1108.61
179,26,87564,813,967.87
180,60,16379,814,2011.84
181,26,47296,817,1714.37
182,63,93058,821,168.23
183,12,71328,823,910.08
184,98,88651,825,882.3
185,4,99422,826,1668.3
186,89,60015,830,712.69
187,54,49162,836,1891.05
188,49,23635,845,2732.37
189,65,7909,852,457.26
190,56,44483,853,917.72
191,79,30175,854,1085.7
192,90,88930,863,1846.72
193,64,49419,869,213.43
194,85,809,872,46.5
195,68,74969,876,662.4
196,72,18627,894,1560.07
197,59,34786,895,120.78
198,20,90936,897,3276.57
199,60,95159,901,5263.06
200,43,4127,909,829.39
201,11,61068,912,929.53
202,11,33984,918,1295.13
203,56,56523,919,586.06
204,9,49183,927,1473.92
205,97,12826,936,140.32
206,83,28235,942,931.06
207,91,43136,946,1849.02
208,16,84826,953,248.49
209,54,7570,956,849.47
210,88,7904,957,1056.07
211,86,83225,961,355.76
212,27,71907,964,663.18
213,33,63385,966,2357.84
214,82,16311,984,1768.94
215,61,73357,990,4217.69
216,38,63434,998,1141.2
217,53,86273,1005,561.95
218,19,80997,1012,504.8
219,68,93809,1013,408.35
220,70,46239,1023,310.25
221,77,30207,1029,3038.14
222,62,18545,1030,1070.99
223,43,79456,1037,862.43
224,11,70587,1038,769.34
225,93,65539,1042,1303.37
226,16,43073,1052,732.09
227,37,51597,1055,754.57
228,85,22529,1067,3687.4
229,56,91811,1069,1339.58
230,33,97839,1072,101.27
231,23,45853,1073,254.16
232,28,61447,1086,313.19
233,40,32370,1092,313.83
234,53,7474,1101,33.15
235,61,87616,1103,739.19
236,5,82123,1107,933.6
237,28,8719,1109,869.75
238,37,34335,1113,591.66
239,85,27362,1120,1002.38
240,22,24772,1122,461.78
241,81,16792,1131,400.2
242,48,63978,1136,1210.8
243,15,20238,1137,3306.26
244,100,93822,1138,1447.14
245,11,12280,1141,1088.77
246,40,93428,1145,567.69
247,94,9957,1147,940.74
248,95,83668,1149,1760.54
249,69,62419,1151,1092.13
250,79,99920,1155,1063.75
251,25,70234,1157,644.76
252,30,1422,1171,740.67
253,87,95738,1177,1031.14
254,30,31350,1180,1060.36
255,5,30952,1182,738.45
256,87,26015,1193,1591.23
257,49,34229,1194,1218.63
258,60,58004,1200,3362.1
259,30,90456,1201,1600.74
260,97,69543,1204,261.24
261,15,61647,1206,865.68
262,82,45306,1214,2556.81
263,85,53525,1217,976.2
264,40,46788,1219,1198.31
265,96,62049,1221,1203.09
266,44,78517,1223,2049.17
267,41,6479,1226,423.11
268,66,30246,1230,721.55
269,95,5782,1232,1275.81
270,31,72428,1235,101.06
271,24,50032,1237,1850.18
272,19,91196,1239,1242.77
273,85,63096,1241,2848.83
274,84,3868,1244,1009.45
275,49,5441,1245,3005.72
276,96,49126,1248,435.09
277,59,93854,1257,774.88
278,69,92181,1261,885.72
279,62,82846,1264,99.82
280,83,64224,1265,896.99
281,41,62592,1266,134.38
282,33,66400,1271,224.03
283,14,42715,1272,142.18
284,23,82139,1274,839.9
285,24,85744,1283,1299.94
286,86,68892,1286,869.77
287,47,20351,1289,1309.2
288,44,25810,1290,1143.72
289,73,92672,1296,2475.31
290,44,13381,1306,3953.16
291,10,83742,1307,2454.2
292,28,73392,1313,1787.28
293,93,8153,1314,1632.51
294,49,49561,1317,2758.79
295,90,72890,1328,3687.85
296,66,13233,1336,649.97
297,92,76646,1338,792.35
298,16,94338,1342,1067.13
299,23,43170,1356,303.59
300,68,87654,1357,940.13
301,6,627,1362,604.09
302,64,69976,1366,157.62
303,46,54169,1367,1040.57
304,12,1543,1372,793.7
305,42,19143,1373,885.73
306,68,70124,1383,308.68
307,19,65966,1384,359.91
308,22,43489,1386,360.29
309,16,5069,1409,765.49
310,61,57210,1412,1543.17
311,83,16599,1414,690.3
312,56,36567,1418,1651.24
313,54,41706,1422,1503.78
314,9,60374,1423,1609.15
315,99,27932,1426,845.6
316,49,49061,1430,852.22
317,25,47974,1432,129.86
318,99,44707,1442,37.4
319,63,12230,1453,1032.96
320,75,27859,1457,2320.6
321,41,4661,1461,326.2
322,20,20446,1466,1189.29
323,51,79992,1473,175.12
324,76,46931,1478,39.88
325,29,50832,1482,226.18
326,40,63968,1493,161.86
327,41,49394,1496,2477.92
328,98,78524,1499,59.19
329,68,75155,1500,701.73
330,13,46076,1508,146.92
331,78,21844,1509,275.11
332,49,91369,1521,2007.87
333,19,64771,1528,183.21
334,82,40213,1534,1471.76
335,10,39825,1536,809.2
336,24,33099,1542,917.14
337,68,53813,1543,920.21
338,3,2769,1544,76.3
339,49,7227,1546,2865.71
340,9,55023,1567,952.12
341,51,2869,1569,758.27
342,3,83365,1574,2422.86
343,48,78942,1577,3937.47
344,36,6952,1583,1960.34
345,7,24538,1585,1088.81
346,56,1759,1589,814.68
347,40,98601,1590,1025.37
348,55,80801,1592,1746.54
349,7,29357,1595,196.82
350,93,11885,1613,319.66
351,61,74098,1617,266.55
352,12,20768,1620,590.18
353,23,37118,1623,878.22
354,26,53503,1626,1732.66
355,75,33399,1628,724.87
356,32,10031,1631,742.14
357,68,31383,1633,307.61
358,56,40974,1634,354.0
359,6,6043,1637,227.98
360,77,41773,1643,196.87
361,85,90055,1648,2163.31
362,70,12010,1654,163.88
363,72,19937,1655,3047.87
364,5,9054,1658,836.42
365,30,84429,1659,1754.79
366,18,50462,1661,2157.92
367,94,64289,1662,1981.43
368,37,56063,1668,1303.33
369,90,93846,1677,1383.53
370,62,20259,1688,220.2
371,17,35068,1690,3417.53
372,21,136,1691,1388.73
373,14,3129,1692,214.66
374,71,20814,1694,1735.32
375,98,10099,1703,59.23
376,79,97183,1706,474.21
377,91,44295,1710,134.02
378,8,62264,1717,66.28
379,1,16834,1719,313.2
380,92,57214,1722,1034.49
381,28,26707,1726,1765.22
382,70,47152,1732,561.63
383,58,97454,1733,1849.48
384,88,24068,1738,896.89
385,100,38422,1741,153.26
386,12,94233,1743,3147.86
387,47,5158,1757,1647.18
388,83,23100,1764,875.47
389,17,94322,1767,667.56
390,60,36489,1775,2173.24
391,79,54760,1779,1710.88
392,88,97032,1783,2283.94
393,8,16863,1793,174.67
394,11,19593,1795,1430.85
395,11,10437,1820,1154.82
396,67,48166,1821,1076.69
397,2,59274,1826,2011.52
398,4,55539,1829,183.37
399,50,54574,1832,515.32
400,10,24658,1842,997.05
401,68,28574,1843,1078.41
402,1,74238,1850,286.05
403,73,21149,1852,1071.73
404,51,70120,1853,798.85
405,25,50091,1856,2914.44
406,20,7123,1860,3209.07
407,63,84213,1866,42.64
408,52,34344,1873,902.79
409,16,25224,1875,1728.9
410,95,46327,1878,1457.24
411,92,36595,1886,2708.6
412,48,77198,1887,1347.54
413,38,7128,1891,3893.87
414,17,6470,1898,79.92
415,37,60732,1900,599.77
416,53,64710,1902,821.5
417,63,24486,1903,430.66
418,51,28579,1904,219.22
419,56,89787,1905,591.86
420,71,16124,1910,1272.17
421,91,58832,1920,577.54
422,3,14992,1921,2988.99
423,24,47618,1924,89.01
424,75,44664,1929,252.6
425,91,73586,1934,117.5
426,66,71603,1941,528.95
427,50,62341,1942,138.57
428,23,74607,1957,1586.53
429,32,16304,1960,186.25
430,53,11006,1971,1135.71
431,31,98720,1986,2404.06
432,33,12746,1995,1881.75
433,33,67324,1996,2097.16
434,73,60068,1997,1829.7
435,17,42740,2001,655.6
436,29,42344,2002,416.45
437,77,37920,2008,132.84
438,96,93509,2016,1997.24
439,22,88255,2018,230.55
440,53,11842,2019,1759.15
441,88,11612,2022,1898.91
442,81,11148,2027,1967.27
443,47,22513,2029,1449.6
444,60,59413,2042,161.28
445,100,19915,2054,2310.04
446,89,45297,2061,552.1
447,95,39384,2070,1450.64
448,14,82686,2071,48.99
449,40,71645,2072,717.99
450,10,65279,2075,1719.73
451,20,60850,2076,1464.92
452,43,62468,2087,1398.27
453,15,54295,2089,3761.68
454,91,46735,2100,1663.75
455,89,64786,2102,809.9
456,71,6986,2105,308.53
457,49,6271,2106,1492.06
458,46,56802,2109,1508.44
459,84,60618,2112,2319.5
460,47,69343,2119,954.9
461,54,66682,2125,1818.96
462,48,35544,2129,1626.09
463,60,6713,2133,128.93
464,87,89785,2134,423.57
465,37,12731,2141,787.34
466,45,29134,2144,1690.0
467,53,89475,2152,1683.37
468,69,95008,2164,89.78
469,30,5214,2179,2278.61
470,71,63716,2181,750.4
471,55,25894,2188,327.31
472,54,15814,2197,1049.66
473,60,31455,2204,725.08
474,74,7259,2210,311.19
475,45,77059,2211,81.6
476,21,93816,2212,654.6
477,71,79419,2213,1061.77
478,61,79685,2218,3212.5
479,32,70703,2226,2224.61
480,91,63718,2229,698.33
481,96,44512,2230,2236.99
482,3,13774,2233,1764.15
483,15,63342,2253,1278.69
484,99,3661,2255,452.11
485,33,31267,2257,2297.29
486,51,21780,2262,294.3
487,2,98339,2263,629.53
488,34,48187,2273,1862.15
489,75,3100,2274,3006.34
490,18,95335,2278,1106.85
491,4,92723,2280,1325.86
492,24,87184,2281,371.11
493,24,30685,2282,1365.54
494,2,26151,2287,1541.16
495,46,3674,2288,917.26
496,99,75801,2296,2957.25
497,60,10200,2305,830.85
498,82,9831,2307,1234.39
499,21,74005,2308,869.4
500,58,53644,2312,3003.14
501,78,6665,2313,864.68
502,19,29720,2326,459.89
503,8,71802,2337,340.23
504,21,84346,2340,1649.41
505,54,18085,2352,1302.4
506,22,70284,2353,194.88
507,49,61988,2356,153.78
508,30,4873,2365,2256.36
509,45,95217,2375,116.86
510,69,82459,2379,38.91
511,49,43683,2381,170.02
512,46,82805,2383,704.95
513,38,44533,2388,1500.68
514,85,97847,2395,3198.93
515,66,81656,2402,159.7
516,97,11218,2416,303.6
517,82,80502,2418,3392.62
518,92,31539,2421,1487.77
519,48,79720,2422,1562.14
520,95,94423,2437,100.45
521,46,94972,2443,375.05
522,72,12011,2444,1551.3
523,76,36097,2447,775.95
524,61,705,2449,2198.68
525,76,78031,2452,1142.01
526,45,55661,2459,1011.09
527,58,5267,2462,1994.36
528,95,81382,2475,216.02
529,2,76089,2477,2520.79
530,34,11356,2480,115.03
531,85,32622,2484,4208.6
532,80,30845,2486,667.48
533,65,58794,2492,40.94
534,44,7476,2495,1742.47
535,52,87263,2496,1160.52
536,8,83867,2501,124.27
537,22,89323,2507,527.68
538,63,52360,2518,578.03
539,92,17119,2524,30.09
540,66,17841,2527,567.68
541,74,7375,2535,846.5
542,31,83014,2540,2399.45
543,78,94638,2541,1041.92
544,80,80374,2545,222.74
545,92,22076,2550,1328.69
546,14,21128,2553,544.77
547,46,10341,2554,1023.4
548,28,60734,2556,436.52
549,27,45256,2560,157.33
550,5,49964,2562,318.14
551,57,80658,2563,1456.39
552,76,64647,2570,579.85
553,5,23304,2578,991.27
554,37,64824,2586,978.78
555,56,58726,2589,1451.19
556,28,91975,2590,813.91
557,97,14990,2591,372.8
558,12,92301,2596,466.63
559,18,17881,2599,731.79
560,52,92662,2600,1520.86
561,64,39643,2603,259.04
562,80,29358,2605,112.94
563,100,96886,2612,936.67
564,75,72159,2615,619.03
565,72,70289,2617,607.88
566,34,31339,2619,837.98
567,50,79298,2620,586.12
568,82,80095,2621,879.78
569,61,51303,2622,2407.87
570,65,79249,2630,399.84
571,83,35892,2633,597.12
572,82,54499,2641,54.64
573,100,97246,2644,1592.98
574,16,21022,2645,934.76
575,40,98841,2648,1126.9
576,80,39451,2649,296.42
577,97,48335,2655,244.91
578,53,21055,2660,1501.13
579,41,5410,2663,1245.6
580,48,83928,2667,104.1
581,98,99137,2668,1249.39
582,22,16288,2672,208.62
583,36,61270,2685,310.87
584,98,84265,2687,737.3
585,17,86017,2690,1983.05
586,34,58434,2691,2617.11
587,79,87832,2692,1584.39
588,99,51815,2693,3951.28
589,90,68550,2694,734.84
590,88,20342,2701,1863.65
591,39,45168,2704,2555.58
592,98,19914,2712,98.86
593,2,96233,2713,3287.32
594,14,92190,2717,339.99
595,65,53900,2722,494.86
596,57,8657,2729,2337.49
597,66,45951,2731,347.49
598,90,22219,2737,1217.35
599,43,50136,2740,904.96
600,65,34197,2745,338.4
601,99,10886,2755,955.45
602,93,46887,2757,463.74
603,79,18441,2763,491.01
604,61,45809,2765,2274.35
605,83,77081,2768,538.16
606,25,85455,2775,3499.17
607,94,60991,2776,568.18
608,80,51554,2788,116.68
609,60,69740,2789,1551.57
610,72,32734,2798,476.61
611,76,92305,2799,940.59
612,17,32643,2806,2501.62
613,18,67168,2809,1514.77
614,74,51229,2821,462.32
615,94,35326,2822,541.5
616,92,64281,2832,413.55
617,55,81769,2838,1663.23
618,83,80651,2841,236.48
619,59,2156,2849,381.77
620,32,81089,2851,3147.47
621,49,59302,2859,2462.73
622,10,85425,2862,1255.31
623,4,94856,2864,143.97
624,2,50738,2880,1750.32
625,68,66148,2895,197.17
626,6,8814,2911,1207.21
627,6,23010,2913,76.71
628,81,22640,2917,350.89
629,56,27926,2921,1640.82
630,65,18399,2933,371.71
631,99,31387,2945,1001.05
632,15,531,2952,2020.56
633,69,28568,2956,1047.24
634,14,17200,2957,446.99
635,67,14246,2959,2476.23
636,36,87498,2960,1069.47
637,98,56404,2962,85.93
638,45,34800,2972,883.14
639,18,64528,2977,489.98
640,92,43545,2990,1297.98
641,3,39799,2993,1309.88
642,48,62266,2996,3082.9
643,46,23638,2997,1244.11
644,42,24837,3007,453.16
645,67,92609,3009,2349.4
646,71,15828,3010,916.6
647,39,88384,3011,1369.67
648,50,1136,3013,610.04
649,62,25585,3014,1392.08
650,22,95407,3017,573.28
651,64,5697,3020,341.35
652,39,58207,3063,613.04
653,57,23638,3069,1071.91
654,46,90813,3073,644.5
655,62,92417,3087,971.87
656,93,59811,3089,755.48
657,88,68763,3090,782.63
658,82,60233,3092,802.88
659,63,80760,3100,379.81
660,75,24637,3101,695.31
661,70,70677,3102,78.53
662,82,89443,3103,3665.34
663,100,80150,3104,1207.63
664,42,11239,3115,787.29
665,62,39133,3117,461.84
666,1,25735,3125,294.39
667,39,83943,3126,2765.66
668,24,49879,3127,1102.87
669,71,43054,3128,122.74
670,78,16007,3141,1239.19
671,39,26096,3143,757.09
672,89,7519,3151,330.88
673,86,76734,3153,1350.19
674,47,60795,3156,602.57
675,75,59401,3184,612.08
676,91,71596,3190,467.71
677,55,50072,3194,1064.52
678,96,44003,3196,450.61
679,95,95932,3211,1691.5
680,55,48126,3214,151.64
681,62,43813,3215,818.68
682,5,3726,3217,2586.85
683,99,27086,3222,1377.94
684,68,92874,3230,329.62
685,39,29676,3237,724.76
686,22,96339,3240,313.34
687,46,79603,3242,1151.64
688,42,57803,3247,875.18
689,33,1408,3249,491.08
690,13,81546,3259,141.81
691,88,1062,3273,911.48
692,77,61198,3274,3355.24
693,47,5498,3281,1369.6
694,97,24669,3285,336.98
695,75,9618,3286,1259.68
696,86,55787,3287,1458.27
697,77,5936,3289,532.22
698,42,20448,3295,546.12
699,75,19356,3299,677.67
700,21,59580,3322,1539.26
701,94,79030,3338,1474.16
702,95,24996,3343,55.6
703,48,98715,3349,1017.54
704,68,58738,3358,1506.47
705,6,74683,3359,190.59
706,72,41126,3367,1133.69
707,44,96692,3373,2004.88
708,67,28894,3381,1137.06
709,56,14859,3382,1303.36
710,62,97721,3398,800.65
711,81,35282,3399,67.51
712,35,14002,3401,2838.14
713,80,86543,3403,586.58
714,47,66482,3407,4580.56
715,6,31042,3408,499.4
716,33,27331,3413,2018.03
717,13,91553,3414,97.9
718,18,53902,3415,1050.96
719,95,83368,3420,1612.8
720,1,50801,3427,372.26
721,13,94357,3432,2130.94
722,64,57787,3435,498.74
723,8,30470,3436,206.96
724,47,18195,3445,1010.24
725,86,51047,3451,475.26
726,83,31870,3458,821.05
727,30,99433,3462,918.17
728,4,98989,3470,455.79
729,13,12723,3473,2259.21
730,71,75952,3475,28.85
731,19,69092,3477,805.35
732,68,6716,3483,537.53
733,30,424,3485,2362.07
734,59,34958,3504,332.74
735,9,49269,3509,209.52
736,41,65244,3518,721.56
737,58,38513,3521,1101.2
738,3,61103,3524,2024.19
739,83,11305,3525,89.42
740,49,44239,3526,1177.54
741,45,81087,3531,218.75
742,58,11504,3532,3390.68
743,65,73437,3534,511.38
744,65,1301,3546,298.12
745,46,51384,3553,104.43
746,7,80132,3568,766.19
747,45,93662,3569,629.93
748,86,24069,3570,1087.01
749,97,79935,3575,186.96
750,19,19844,3581,1140.98
751,70,98916,3592,305.13
752,33,8704,3600,785.69
753,74,67969,3604,844.09
754,99,48152,3606,3828.86
755,49,6122,3609,1022.81
756,58,18491,3610,298.41
757,52,70430,3613,1499.65
758,76,19170,3619,933.2
759,2,54342,3624,2298.76
760,19,72243,3633,1032.47
761,36,56106,3637,918.05
762,18,75976,3644,1372.19
763,76,79170,3649,338.24
764,57,20472,3661,1962.0
765,26,70313,3666,199.48
766,82,61381,3673,2293.95
767,95,33726,3677,71.14
768,85,61123,3680,1025.32
769,7,97392,3683,924.86
770,62,64751,3687,1896.9
771,73,86337,3689,1687.47
772,17,85176,3691,1230.92
773,98,31333,3709,31.4
774,87,1753,3710,483.26
775,53,78268,3712,1146.13
776,75,99609,3721,2261.0
777,49,45327,3723,2062.79
778,45,39221,3729,990.22
779,30,16670,3734,2779.02
780,47,23311,3737,301.74
781,5,80211,3742,2533.85
782,68,11113,3744,227.29
783,20,32853,3752,4000.33
784,91,73206,3755,928.41
785,57,52449,3757,1983.18
786,89,26147,3759,1134.11
787,24,38555,3760,220.97
788,69,76052,3762,1085.85
789,28,65696,3768,321.01
790,72,28344,3769,1059.99
791,81,12942,3772,1254.33
792,57,25626,3779,878.04
793,75,29785,3786,824.84
794,83,13351,3791,1009.74
795,53,92011,3799,1456.85
796,18,95449,3804,376.9
797,83,63182,3808,389.95
798,31,29614,3815,2269.9
799,92,26361,3817,784.31
800,12,79857,3823,498.55
801,100,56867,3829,3716.28
802,35,91322,3831,911.4
803,43,63583,3841,531.87
804,31,48350,3845,1534.4
805,88,10633,3852,698.45
806,88,20731,3857,27.66
807,28,79433,3862,1550.76
808,96,28684,3873,2205.46
809,59,95331,3876,798.98
810,50,92451,3880,380.92
811,69,85548,3881,639.89
812,11,93479,3884,972.68
813,26,19393,3886,1843.04
814,17,96478,3888,902.88
815,21,54902,3894,2018.31
816,14,44134,3902,365.9
817,27,19152,3904,173.77
818,23,11121,3914,1566.21
819,33,31455,3916,263.53
820,2,34671,3921,1323.99
821,1,19215,3925,261.44
822,52,38059,3926,476.55
823,40,24171,3929,541.72
824,57,85814,3930,2813.45
825,1,69216,3934,252.21
826,3,46091,3944,1292.24
827,7,64395,3947,3296.94
828,94,51149,3948,2818.29
829,92,42274,3955,631.37
830,64,95840,3958,177.29
831,66,27847,3959,194.52
832,69,4004,3962,1203.98
833,80,22122,3979,319.55
834,51,57030,3988,479.24
835,73,33081,3992,266.75
836,62,56249,3994,646.54
837,95,95685,3996,620.74
838,16,61571,3997,330.3
839,46,92856,3999,412.41
840,78,55659,4006,2318.92
841,23,89393,4017,865.37
842,36,49653,4018,1870.08
843,28,764,4023,463.36
844,68,90682,4025,763.7
845,51,58372,4029,1986.08
846,99,97861,4030,685.71
847,35,83435,4037,949.78
848,8,96537,4039,680.54
849,96,13326,4043,549.92
850,10,71213,4045,72.85
851,79,72648,4047,17.51
852,64,10324,4048,547.17
853,32,18295,4049,2088.41
854,81,43765,4060,781.07
855,73,73701,4062,1105.38
856,45,60398,4065,749.42
857,45,52767,4072,1265.51
858,53,25523,4073,1431.89
859,46,52138,4076,627.53
860,84,55866,4085,1399.16
861,62,29273,4098,1367.78
862,32,66625,4101,1855.9
863,10,62390,4107,733.76
864,89,56594,4121,1153.5
865,41,84741,4122,750.8
866,87,5529,4125,1446.49
867,73,75770,4131,1410.64
868,13,47873,4134,977.61
869,54,24740,4148,653.1
870,54,94726,4150,3181.21
871,82,69770,4151,2134.84
872,22,44380,4155,29.68
873,3,49748,4158,1433.66
874,22,56642,4159,203.8
875,24,42477,4165,728.47
876,91,73890,4168,162.88
877,43,60581,4172,573.8
878,8,5993,4174,1016.01
879,5,92127,4179,1628.68
880,5,68819,4188,914.1
881,65,42689,4189,440.52
882,66,92979,4191,78.16
883,79,2416,4201,947.94
884,68,3372,4205,898.04
885,77,60361,4206,1353.78
886,78,21232,4210,1538.23
887,41,41398,4217,209.18
888,54,41128,4223,1036.28
889,34,59428,4229,2097.66
890,85,62198,4242,2429.18
891,84,29913,4243,1363.54
892,66,87448,4244,1181.02
893,33,86115,4246,1010.21
894,9,59057,4263,1358.35
895,38,12314,4271,2538.39
896,61,15804,4276,939.76
897,43,28418,4285,96.74
898,66,91085,4304,836.69
899,60,14580,4307,510.47
900,63,11253,4314,1759.25
901,79,42594,4316,563.47
902,73,69992,4317,236.45
903,98,71305,4319,1010.2
904,68,47830,4320,1136.18
905,83,89137,4327,253.65
906,27,38085,4329,227.92
907,59,46423,4337,102.4
908,97,56159,4343,622.87
909,1,27149,4349,508.09
910,46,12219,4354,1944.43
911,62,10481,4359,2288.57
912,96,95056,4360,2916.99
913,44,81403,4368,2365.91
914,16,45040,4370,788.8
915,91,77078,4371,951.97
916,4,11820,4372,730.35
917,95,90106,4375,2018.04
918,38,93134,4376,379.46
919,18,98223,4378,799.13
920,82,23615,4379,2746.17
921,45,16071,4385,154.53
922,69,76787,4387,527.05
923,25,97303,4394,1023.98
924,57,87393,4395,2893.08
925,68,2868,4401,402.24
926,89,98591,4403,111.47
927,89,19882,4415,934.32
928,75,87889,4419,1034.18
929,6,67559,4423,1128.38
930,96,64532,4428,645.13
931,4,31899,4435,765.28
932,7,71265,4439,136.06
933,9,89496,4441,221.25
934,73,28623,4442,1019.29
935,71,77862,4443,16.43
936,68,94831,4444,281.4
937,62,69991,4455,469.96
938,54,78642,4463,815.96
939,95,88867,4470,639.14
940,58,27023,4471,2489.01
941,34,30099,4475,244.89
942,86,31057,4490,931.34
943,60,84567,4493,1884.77
944,71,38211,4500,567.77
945,29,20681,4507,557.96
946,95,37895,4508,562.67
947,67,9267,4509,1694.67
948,23,29667,4512,1770.11
949,66,77095,4520,440.2
950,77,3688,4537,160.15
951,24,40605,4541,1344.16
952,34,58686,4548,1324.3
953,50,93792,4551,119.33
954,73,53778,4569,391.24
955,83,20044,4581,849.3
956,78,52306,4584,535.0
957,62,87593,4586,2426.14
958,87,52957,4587,638.4
959,83,12548,4591,376.73
960,47,45725,4596,1773.22
961,74,22242,4600,1116.03
962,52,17420,4603,146.1
963,27,19051,4615,613.02
964,65,62879,4619,167.76
965,58,25927,4620,2589.31
966,47,70404,4624,2986.54
967,63,48477,4629,884.78
968,48,33687,4631,249.4
969,87,43687,4634,338.5
970,3,46481,4635,245.61
971,68,26814,4639,245.87
972,33,16366,4641,455.3
973,48,60428,4648,1234.56
974,86,73577,4649,735.13
975,56,55009,4651,798.28
976,58,9249,4657,1422.75
977,67,66899,4658,1191.43
978,41,37420,4662,551.12
979,63,37324,4665,23.22
980,53,36488,4669,627.77
