product_id,product_name,category_id,supplier_id,brand_id,selling_price,cost_price,launch_date,status
76,Rate Single,14,140,141,219.27,143.78,2021-08-30,Active
77,Enough Wonder,1,128,139,46.32,28.45,2023-12-10,Active
78,Source Morning,13,46,176,584.03,411.27,2024-09-27,Active
79,Kind Daughter,7,185,67,617.65,485.16,2023-03-01,Discontinued
80,What Leg,17,71,16,519.34,298.43,2025-03-02,Active
81,Point Thing,2,55,45,711.46,391.24,2023-04-05,Active
82,Your Table,6,1,146,424.71,246.02,2022-10-01,Active
83,Specific Good,1,282,79,658.32,395.71,2023-10-09,Active
84,Shake Become,22,189,131,523.83,452.11,2024-06-25,Active
85,Manager Player,23,186,168,438.06,351.52,2022-12-21,Active
86,Think Because,7,278,13,778.76,480.78,2024-06-14,Active
87,Purpose Girl,2,70,110,11.48,8.74,2021-02-21,Active
88,Agreement Choice,15,61,115,359.52,227.79,2022-11-15,Active
89,Find Rate,19,267,183,864.27,402.39,2024-08-21,Active
90,Edge Dark,20,33,82,236.79,168.26,2025-12-01,Active
91,Story Gun,10,175,21,481.32,289.1,2021-12-07,Active
92,Realize Spend,13,108,200,324.97,162.7,2020-08-25,Active
93,Strong Picture,4,88,199,921.72,441.05,2022-07-20,Active
94,Safe Reveal,2,66,152,825.18,465.27,2023-12-27,Active
95,Goal Carry,18,123,156,227.14,161.66,2022-08-25,Active
96,Eat Use,14,145,117,570.3,385.23,2022-09-20,Discontinued
97,Kind Owner,24,278,192,217.61,176.59,2025-01-12,Active
98,However Decision,11,67,153,369.15,224.95,2022-06-25,Active
99,Imagine Turn,22,128,5,1065.19,495.84,2025-11-27,Active
100,Feel Step,12,55,192,16.0,10.01,2023-01-04,Active
101,World Laugh,13,235,180,251.63,148.84,2025-09-28,Active
102,Ground Student,18,68,127,175.07,88.65,2025-06-26,Active
103,Always Probably,16,27,107,661.0,309.6,2023-10-04,Active
104,Second Imagine,7,300,169,586.38,303.56,2025-06-21,Active
105,Two Realize,20,43,88,13.56,11.62,2024-01-11,Discontinued
106,Movement Technology,25,107,35,449.98,215.89,2024-01-03,Active
107,Smile Prepare,20,199,183,864.08,421.45,2023-01-22,Active
108,List Land,15,231,73,16.05,10.35,2022-01-27,Active
109,Decision North,25,73,177,1013.44,492.02,2022-03-04,Active
110,Campaign None,2,198,24,566.25,278.55,2025-11-27,Active
111,Second Explain,16,228,24,19.99,17.22,2024-04-20,Active
112,Admit Cold,12,227,83,392.58,314.92,2024-11-12,Active
113,Board Send,8,265,48,631.48,315.61,2021-10-05,Active
114,Hard List,7,189,166,674.92,366.11,2023-05-20,Active
115,For List,13,3,196,311.03,254.01,2021-08-29,Discontinued
116,Idea Charge,5,186,142,218.13,173.12,2020-04-03,Active
117,Attorney Rate,10,240,138,876.32,493.03,2022-05-27,Active
118,Anyone Smile,3,90,141,70.44,60.36,2021-06-14,Active
119,Bring Yourself,1,158,52,538.6,406.94,2025-04-09,Active
120,Choice Movie,7,259,44,94.9,53.28,2020-02-10,Active
121,Economy Think,2,175,17,917.98,488.78,2024-10-08,Active
122,Difficult More,8,39,47,351.33,252.29,2020-06-29,Active
123,Whose Turn,8,41,169,11.34,7.78,2020-01-18,Active
124,Little More,9,79,197,1037.43,483.42,2021-09-30,Active
125,Board Table,5,217,133,560.27,254.83,2025-06-13,Active
126,Operation Put,25,207,110,448.94,252.47,2020-12-23,Active
127,Second Bit,15,63,170,708.4,492.92,2020-07-17,Active
128,Still Story,3,8,166,563.72,396.17,2025-06-15,Active
129,Talk Whether,9,279,29,384.23,320.41,2023-12-17,Active
130,Say Power,20,220,47,618.31,457.6,2021-11-25,Active
131,Chair Attorney,2,266,24,435.99,264.59,2023-09-12,Discontinued
132,However Song,14,118,37,607.52,316.38,2025-01-27,Active
133,Stand Yourself,15,244,101,743.25,424.19,2020-11-26,Active
134,Capital Writer,13,185,175,460.8,222.92,2023-08-09,Discontinued
135,Good Join,21,62,117,762.36,464.44,2021-10-03,Active
136,Stand Whose,25,26,132,677.67,440.0,2022-06-22,Active
137,Still Rate,6,48,97,210.26,134.49,2020-05-05,Active
138,Campaign Hot,2,40,101,378.23,214.79,2025-12-15,Active
139,New Consider,2,259,64,697.38,388.0,2022-01-24,Active
140,News However,1,49,124,11.03,7.09,2022-04-08,Active
141,Anyone Edge,7,288,195,353.17,181.14,2020-06-30,Active
142,Leave Get,1,80,24,512.2,344.73,2023-05-15,Active
143,Charge Resource,10,182,57,235.52,189.76,2020-08-31,Discontinued
144,Dinner Well,15,272,178,21.12,15.85,2025-08-18,Active
145,Growth Strong,16,236,112,37.56,21.11,2020-01-23,Active
146,Prevent Short,3,55,173,656.38,314.14,2024-04-05,Active
147,Carry Chair,6,1,102,169.39,86.47,2023-11-12,Active
148,Space Yourself,19,264,48,697.52,386.35,2024-12-02,Active
149,Entire Leave,3,45,149,121.77,58.5,2025-12-15,Active
150,Because Mother,18,284,66,595.22,311.67,2023-02-08,Active
151,Medical Accept,8,283,26,515.08,359.58,2023-02-08,Discontinued
152,Agreement Assume,25,65,101,580.11,356.92,2020-04-05,Active
153,Maybe Name,5,26,16,621.21,485.58,2022-07-26,Active
154,Scientist Animal,20,119,43,175.72,81.2,2025-12-23,Active
155,Those Put,8,6,45,627.49,372.87,2020-05-31,Active
156,Chair Happy,2,102,82,575.65,304.23,2024-05-22,Active
157,Race Medical,2,106,52,99.8,77.52,2020-09-20,Active
158,Two Think,4,31,24,616.65,335.57,2023-04-18,Active
159,American Single,19,205,193,31.92,17.77,2020-10-16,Active
160,New Leave,6,43,44,776.16,470.69,2025-12-26,Active
161,Operation Picture,16,258,108,534.18,269.26,2025-12-24,Active
162,Idea Morning,23,188,10,264.55,126.17,2024-08-21,Active
163,Once Talk,18,300,143,297.3,160.76,2021-11-01,Active
164,List Few,8,151,139,413.76,279.83,2020-02-25,Active
165,Attorney Child,22,25,28,371.1,270.03,2022-06-28,Active
166,Federal Affect,25,6,147,498.6,297.55,2022-02-19,Active
167,Star Popular,7,173,97,276.65,198.76,2021-04-04,Active
168,Themselves Lot,6,175,166,423.89,300.53,2022-03-01,Active
169,Better Question,20,203,56,466.34,258.46,2022-02-17,Active
170,Table Bank,24,64,85,386.8,251.9,2025-12-27,Active
171,Certainly Land,18,152,166,803.34,371.89,2025-02-15,Active
172,Federal Politics,19,101,116,105.58,77.47,2025-01-15,Active
173,Item Consider,24,195,48,536.95,307.49,2021-01-25,Active
174,Film Suddenly,8,293,79,258.22,140.3,2021-09-12,Discontinued
175,Care Think,3,265,148,79.2,63.36,2023-05-14,Active
176,Economy Area,24,220,135,31.44,19.64,2020-02-13,Active
177,Three Thing,1,144,144,64.57,47.07,2021-11-24,Active
178,Gun Think,20,163,170,210.45,96.18,2021-06-16,Active
179,Attorney Thing,10,9,191,596.19,324.82,2021-04-07,Active
180,Force Technology,22,69,117,389.41,302.75,2020-12-26,Active
181,News Impact,4,22,122,666.5,313.75,2022-12-20,Active
182,Yourself End,16,102,189,668.71,399.91,2023-12-14,Active
183,Myself Picture,18,282,113,46.01,29.62,2023-05-02,Active
184,Benefit Resource,5,170,145,813.46,496.83,2024-03-29,Active
185,Question Themselves,8,239,154,58.33,50.56,2022-11-11,Active
186,Anyone Religious,22,8,102,323.9,180.6,2023-06-22,Active
187,Including News,20,125,172,1075.01,489.82,2024-06-28,Active
188,Western Mother,4,156,3,12.22,7.61,2023-10-29,Active
189,Mention Become,1,220,104,882.66,426.1,2023-08-24,Active
190,Film List,24,112,35,96.66,52.4,2024-04-06,Active
191,Edge Marriage,24,278,150,581.74,326.74,2020-09-16,Active
192,Difficult Take,13,119,43,734.65,386.58,2020-01-09,Active
193,Hot Class,10,261,175,127.87,74.27,2024-08-16,Discontinued
194,Medical Color,14,1,61,685.26,387.88,2023-06-11,Active
195,Anyone Fight,24,203,82,705.45,456.81,2024-09-06,Active
196,Shake Talk,25,206,146,30.28,22.07,2021-11-12,Active
197,Economy Whether,13,56,44,892.13,422.13,2023-11-08,Active
198,Little Fish,12,66,73,504.5,265.64,2024-10-08,Active
199,Star Yourself,10,294,126,387.2,275.54,2023-11-27,Active
200,Recently Consider,3,24,120,239.13,148.01,2024-04-03,Active
201,Clear Strong,17,97,123,67.41,41.45,2024-03-23,Active
202,Suddenly House,2,103,123,237.53,144.98,2024-06-02,Active
203,News Let,1,7,41,584.25,301.83,2020-07-08,Active
204,Together Movement,24,112,162,498.5,329.89,2023-05-22,Active
205,Suddenly Hard,15,246,46,793.33,387.07,2023-12-04,Active
206,Western Difficult,20,99,162,430.5,237.47,2020-03-06,Active
207,Project Catch,3,61,65,636.78,420.23,2021-02-09,Active
208,Cup Great,17,31,90,738.46,476.5,2024-12-21,Active
209,Set Your,5,65,174,484.04,412.0,2020-07-18,Active
210,Course From,2,115,117,171.61,122.69,2022-01-19,Discontinued
211,Strong Season,11,263,193,384.32,240.58,2023-08-29,Active
212,Enough Citizen,6,181,24,166.66,86.43,2024-01-20,Active
213,Feel Those,3,118,32,327.81,178.27,2022-08-09,Active
214,Left Your,21,44,43,626.03,332.25,2020-07-23,Active
215,Benefit Get,21,74,159,220.05,180.71,2022-07-03,Active
216,Feel List,9,4,186,254.37,150.62,2021-11-11,Active
217,Among Strong,8,239,63,685.13,411.3,2023-12-23,Active
218,Admit Assume,18,106,42,16.2,10.23,2022-07-24,Active
219,His Item,12,217,6,347.04,209.21,2025-11-23,Active
220,Attorney Between,4,172,84,720.96,426.97,2020-06-16,Active
221,Student Space,10,164,61,512.87,385.62,2022-04-19,Active
222,Marriage Strong,21,86,91,583.39,404.39,2024-03-30,Active
223,Picture However,8,176,136,490.04,301.53,2024-08-20,Active
224,Ahead Project,1,65,17,492.23,239.06,2021-03-28,Active
225,Ground Fish,7,111,130,812.65,474.42,2020-07-02,Active
226,While Picture,23,250,164,451.55,274.41,2021-07-07,Active
227,Specific Say,1,275,77,543.46,458.41,2024-12-24,Active
228,Your Force,7,248,185,595.93,299.57,2021-12-06,Active
229,Thing Beat,22,29,12,749.8,368.59,2022-08-06,Active
230,Thing Get,11,98,93,334.09,229.17,2020-07-31,Active
231,Song Maybe,9,32,150,364.26,214.08,2020-07-06,Active
232,Western Hard,17,271,199,272.82,180.18,2021-05-17,Discontinued
233,Fight Require,1,265,29,369.17,315.6,2020-07-15,Discontinued
234,After Race,8,157,15,304.15,205.33,2020-03-04,Active
235,Left Land,12,242,131,659.85,331.39,2020-09-07,Active
236,Hour Beat,1,151,72,140.23,95.42,2025-06-11,Active
237,After Throughout,21,121,160,244.89,201.52,2022-07-28,Active
238,Throughout Enough,3,53,74,430.36,216.63,2022-11-22,Active
239,Gun Record,10,91,144,857.56,483.1,2021-01-30,Active
240,Tv Realize,13,110,39,221.16,110.02,2025-12-11,Active
241,Leg Player,18,80,91,250.08,213.72,2022-11-13,Active
242,Listen Good,19,96,181,541.42,402.43,2024-04-05,Active
243,Prepare Certain,18,217,156,298.58,144.14,2022-09-20,Active
244,Western Require,19,70,72,701.94,425.74,2025-12-12,Active
245,Kid Father,20,219,24,242.0,142.64,2023-10-11,Active
246,Program Admit,17,255,118,290.5,154.75,2022-07-20,Active
247,Serious Admit,16,20,51,55.84,35.16,2022-10-01,Active
248,Set Themselves,12,208,46,48.17,25.59,2024-10-16,Active
249,Smile Record,7,75,20,768.11,424.3,2024-01-29,Active
250,For Power,11,64,171,477.27,362.75,2020-08-14,Active
251,Little Between,15,3,196,415.21,341.54,2021-12-08,Active
252,However Imagine,13,227,159,677.89,328.13,2024-02-26,Active
253,Assume Hot,17,48,68,519.03,303.11,2023-07-10,Active
254,Government Money,14,276,127,436.98,300.12,2021-09-10,Active
255,Star Force,6,216,17,102.01,52.81,2020-08-26,Discontinued
256,Beat Argue,7,281,30,218.35,156.91,2021-06-24,Active
257,Anyone Usually,14,116,84,457.06,239.36,2023-02-18,Active
258,Serious Question,6,5,194,88.47,57.83,2025-12-20,Active
259,Chair Class,24,123,172,711.31,332.21,2020-03-10,Active
260,Wonder Movie,8,266,54,811.92,428.68,2023-01-24,Active
261,Land Third,19,5,119,486.22,266.97,2022-08-08,Active
262,Radio Ground,23,259,55,273.76,212.74,2022-03-11,Active
263,For Among,22,31,106,588.67,431.73,2022-11-28,Active
264,Government Take,7,145,37,417.08,196.3,2025-08-17,Active
265,Become Them,15,159,134,238.92,146.44,2020-12-29,Active
266,Blood Must,14,179,45,542.26,291.2,2022-07-05,Discontinued
267,Single While,7,73,80,215.43,163.9,2023-01-25,Active
268,Bring Feel,23,152,22,165.04,83.4,2023-04-30,Active
269,Western While,7,7,25,563.73,317.48,2020-02-27,Active
270,Star Cold,20,108,138,425.84,241.23,2020-03-09,Active
271,Those Race,3,136,95,728.72,357.68,2023-07-10,Active
272,Season Explain,13,235,119,102.75,66.07,2020-11-04,Active
273,Hot Reality,6,41,105,298.94,248.64,2022-08-26,Active
274,Effort Citizen,16,232,55,217.36,112.35,2021-07-24,Discontinued
275,Short Whose,25,127,55,369.59,270.0,2025-05-27,Active
276,Two High,25,8,18,91.77,76.92,2021-08-10,Active
277,Player Him,17,71,40,315.49,205.61,2025-10-02,Active
278,Student What,14,136,83,898.35,464.51,2023-01-17,Discontinued
279,Morning Edge,15,137,38,160.38,110.62,2023-04-19,Active
280,Couple Still,23,182,14,785.37,436.05,2020-12-28,Active
281,Tax Shake,17,81,87,237.16,149.63,2025-11-11,Active
282,Tax Federal,16,267,59,877.75,415.31,2021-08-29,Active
283,Soldier Certainly,25,55,41,714.53,443.66,2023-04-01,Active
284,Shake Draw,7,41,98,337.66,278.44,2022-09-30,Active
285,Goal Board,18,113,57,417.08,251.45,2023-05-24,Active
286,Pass Serve,23,297,88,476.66,276.98,2023-09-13,Active
287,Door Western,7,55,34,381.15,321.55,2025-03-31,Active
288,Thing Technology,12,73,38,32.54,23.99,2022-09-28,Active
289,Player Tax,19,40,78,206.26,169.49,2025-08-25,Active
290,Difficult Program,23,46,139,97.71,76.59,2025-09-27,Active
291,Say Way,16,102,15,128.35,60.05,2025-10-15,Active
292,At New,6,271,191,222.68,138.47,2021-11-18,Active
293,Third New,10,111,12,111.79,84.73,2024-03-25,Discontinued
294,List Your,5,192,9,575.76,399.79,2020-04-11,Active
295,Difficult Argue,9,194,157,603.99,406.27,2025-04-15,Active
296,Myself Morning,6,237,69,275.27,232.18,2022-06-20,Active
297,Citizen Company,15,265,179,805.46,481.65,2025-03-24,Active
298,Thing Theory,9,166,168,528.7,343.39,2021-08-15,Active
299,Safe Chair,22,224,97,395.26,202.66,2022-05-03,Discontinued
300,Project Player,14,299,20,250.66,163.96,2023-12-17,Active
301,Name Bit,17,215,2,217.64,127.79,2024-04-06,Active
302,Story Probably,10,154,26,212.71,120.59,2022-06-14,Active
303,Charge Fight,6,107,60,478.78,245.59,2025-05-22,Active
304,Section Impact,3,83,49,292.42,135.2,2025-07-26,Discontinued
305,Space Blood,16,27,69,737.29,492.78,2023-05-17,Active
306,Catch Area,7,15,156,714.84,473.38,2022-08-18,Active
307,High Force,6,32,21,735.23,382.52,2022-09-11,Discontinued
308,Point Decision,8,8,172,294.19,161.43,2024-04-07,Active
309,Talk Citizen,8,260,4,354.55,229.03,2025-03-28,Active
310,Economy Money,24,201,85,330.11,238.72,2023-07-21,Active
311,Usually None,15,149,53,706.05,463.21,2023-02-25,Active
312,Draw Fund,15,2,73,471.37,223.08,2020-09-30,Discontinued
313,Thing Care,10,61,5,117.34,68.1,2023-02-25,Active
314,Beat More,9,272,127,653.15,358.76,2025-05-06,Active
315,What Usually,18,35,127,195.89,104.07,2022-10-30,Active
316,Imagine Word,17,297,181,794.31,487.36,2025-04-20,Active
317,Among Weight,11,65,111,857.16,464.23,2021-03-08,Active
318,Manager For,20,13,142,575.97,274.2,2024-08-29,Active
319,Space Require,3,65,56,267.11,149.58,2024-12-16,Discontinued
320,Under Accept,17,7,166,857.83,412.29,2023-01-15,Active
321,Well Recognize,1,232,175,777.0,457.29,2020-10-08,Active
322,Argue Tv,10,286,48,565.69,443.48,2021-01-09,Active
323,Player Economy,16,25,158,369.01,190.43,2023-02-13,Discontinued
324,Require Imagine,6,214,98,777.27,359.98,2024-01-27,Active
325,Politics Assume,16,273,33,500.41,261.95,2022-03-01,Active
326,Benefit Carry,9,130,19,809.66,375.02,2020-05-08,Active
327,Hard Care,15,82,59,506.35,402.01,2023-07-11,Active
328,Get Citizen,5,282,77,105.94,75.87,2025-03-01,Active
329,Great Theory,22,170,62,627.42,459.94,2020-02-25,Active
330,His Spend,9,40,32,388.76,242.6,2020-12-20,Active
331,Cold Chair,6,75,56,92.2,56.14,2023-07-17,Active
332,Main Daughter,7,250,38,371.77,247.73,2021-07-05,Active
333,Star Child,11,230,51,690.32,328.36,2024-09-28,Active
334,Thing Reality,23,273,187,11.3,7.94,2024-06-22,Active
335,Serious Theory,5,70,37,502.55,399.49,2024-04-18,Active
336,Race Season,22,74,86,89.03,69.83,2021-10-21,Active
337,Maybe Ahead,20,232,5,347.35,268.58,2022-05-16,Active
338,Chance At,2,236,116,59.3,45.05,2020-01-22,Active
339,Song Lot,25,63,79,664.69,375.03,2024-05-31,Active
340,Stand Bring,9,37,193,366.84,287.23,2025-12-20,Active
341,Wonder Hot,23,197,155,216.53,124.42,2024-04-13,Active
342,College Writer,7,87,64,418.35,301.73,2024-12-25,Active
343,Weight Cup,19,49,125,924.06,494.79,2020-11-18,Active
344,Bring Source,15,221,104,228.4,163.38,2024-03-11,Active
345,However Ahead,17,40,70,868.35,432.29,2024-04-08,Active
346,Edge Movie,10,230,56,802.28,406.83,2020-04-26,Active
347,Daughter Second,22,260,150,433.03,218.04,2022-04-04,Active
348,Whether Yard,18,142,42,914.34,442.54,2025-03-21,Active
349,Money Radio,23,244,142,14.23,10.49,2025-05-11,Active
350,At Single,15,131,115,186.47,98.51,2022-02-18,Active
351,Become Third,25,14,47,198.11,169.66,2025-06-25,Active
352,Themselves Cold,9,42,134,619.79,457.79,2020-04-28,Active
353,Point Dinner,2,235,126,117.9,81.54,2024-05-22,Active
354,Accept Power,24,167,117,400.6,321.23,2023-10-04,Active
355,American Western,12,185,77,29.15,14.13,2025-03-30,Active
356,Single Economy,17,33,151,287.04,213.04,2024-12-17,Active
357,Race Short,8,162,135,208.25,105.79,2023-02-21,Active
358,Him Hotel,17,109,143,33.68,15.99,2021-08-25,Active
359,Eat Attorney,12,241,149,269.02,147.63,2021-07-25,Active
360,Themselves Spend,19,101,178,238.64,128.04,2023-10-11,Active
361,Picture Always,13,263,71,668.68,429.66,2020-05-11,Active
362,Probably Gun,12,298,176,232.98,168.04,2022-12-01,Active
363,Life Think,5,162,138,891.25,418.02,2020-12-11,Active
364,Yourself Carry,24,191,95,279.75,195.68,2024-12-11,Active
365,Imagine Certain,25,240,23,30.97,21.75,2021-03-09,Active
366,Tax Force,13,257,91,758.98,364.6,2021-05-25,Active
367,Resource Whose,12,140,193,410.81,339.13,2023-04-19,Active
368,Set Two,24,117,7,691.17,384.72,2021-01-04,Active
369,Attorney Your,16,69,2,766.91,429.81,2020-12-07,Active
370,Themselves Space,24,114,31,419.09,266.24,2025-04-15,Discontinued
371,Explain Girl,21,135,26,293.48,147.37,2024-05-05,Active
372,Goal However,9,123,65,650.4,302.77,2024-04-27,Active
373,Notice Throughout,22,127,84,269.12,209.6,2020-04-06,Active
374,Board Rate,3,164,52,47.02,22.39,2020-10-02,Active
375,Because Safe,19,185,160,529.8,290.16,2020-11-23,Active
376,Serve Way,17,176,143,673.6,369.7,2020-01-05,Active
377,Serious Argue,20,198,84,686.28,341.43,2021-03-02,Active
378,Difficult Cold,25,263,63,593.72,385.43,2020-03-28,Active
379,Paper Certainly,6,79,9,323.18,267.42,2024-09-25,Active
380,Necessary Let,6,212,74,316.68,185.29,2020-09-26,Active
381,Them Piece,12,96,17,685.42,354.74,2020-09-02,Active
382,Second Father,7,119,66,464.31,350.83,2025-11-02,Active
383,Film Recognize,8,22,186,548.42,297.63,2021-09-21,Active
384,Own Blood,21,164,141,411.68,220.24,2025-04-22,Active
385,Whose Name,16,266,182,359.17,272.51,2024-07-16,Discontinued
386,Blood Him,19,89,182,270.98,136.99,2020-03-01,Active
387,Student Color,3,156,188,458.3,377.03,2024-04-04,Active
388,Your Picture,3,61,61,411.74,353.47,2025-12-21,Active
389,Few List,24,86,141,596.39,397.22,2022-10-26,Active
390,Chance Resource,21,283,194,287.32,157.62,2022-10-17,Active
391,Rate Edge,20,259,144,240.71,157.91,2025-01-08,Active
392,Own Daughter,9,146,180,150.17,124.16,2020-12-05,Active
393,List Bring,15,48,43,69.69,35.43,2021-02-09,Active
394,Themselves Force,23,104,16,662.7,391.46,2022-10-05,Active
395,Leg Father,8,283,132,372.37,265.96,2021-10-27,Active
396,Whose Notice,15,226,25,571.33,282.33,2021-01-05,Active
397,Myself Left,12,74,48,184.16,95.59,2022-07-25,Discontinued
398,Step Thing,14,149,138,542.16,319.11,2024-08-31,Active
399,Reveal Agreement,11,250,129,297.63,225.32,2025-12-29,Active
400,Own Still,12,255,147,696.73,408.18,2023-01-28,Active
401,Necessary Seek,8,236,39,894.65,433.42,2023-10-09,Active
402,Strong Two,18,237,42,46.04,24.68,2024-01-19,Active
403,Film Necessary,23,51,109,959.57,469.86,2024-08-25,Active
404,Imagine Little,13,95,154,753.6,456.44,2025-09-16,Active
405,Benefit Admit,9,20,123,107.92,71.82,2024-04-05,Discontinued
406,Difficult Bank,5,157,160,320.56,250.59,2025-09-19,Active
407,Your Open,13,180,159,53.67,39.84,2023-04-29,Active
408,However Space,1,189,170,376.47,261.52,2023-11-21,Active
409,Manager Reality,16,242,191,631.37,330.9,2025-01-25,Active
410,Decision Force,22,199,163,375.57,281.42,2020-11-23,Active
411,Idea Necessary,9,260,200,654.09,336.7,2024-10-20,Active
412,Room Recognize,16,219,36,277.63,222.54,2020-06-08,Active
413,Attorney Fight,8,291,117,278.56,156.82,2022-04-13,Active
414,Draw Certain,4,267,95,194.32,165.98,2025-04-22,Active
415,Physical Popular,18,13,198,439.59,249.23,2022-01-22,Active
416,Own Campaign,2,183,97,464.63,260.32,2025-05-06,Active
417,Enough Yourself,15,6,67,85.42,46.28,2023-12-18,Active
418,Catch Because,4,129,54,572.08,445.43,2020-09-29,Active
419,Stand Bank,2,118,113,529.38,276.41,2023-06-21,Active
420,Rate Campaign,25,154,37,713.64,352.38,2022-09-12,Active
421,Third Accept,5,219,107,1077.52,496.28,2025-04-11,Active
422,Resource More,3,78,184,230.65,108.86,2022-03-24,Discontinued
423,Rate Think,4,163,64,570.24,320.56,2021-02-08,Active
424,Piece Certain,18,172,185,369.15,198.81,2023-03-05,Active
425,Morning Economy,15,87,31,225.66,164.82,2021-08-08,Active
426,Money Writer,25,207,103,587.41,444.07,2020-12-14,Active
427,Item Open,9,276,73,154.17,73.78,2024-08-09,Active
